"ID","Long Name","Short Name","Definition","Symbol(s)","Reference(s)","Figure(s)","Category(s)","Relationship(s)","Equation(s)","Note(s)"
"acousticWindow","Acoustic Window","Acoustic Window","A covering for the hull-side opening of a sea chest that is transparent to sound.Ê A vessel mounted ADCP is typically mounted in a sea chest and the acoustic window helps to isolate it from biofouling organisms and also the flow noise generated by the vessel.","","","","","","",""
